state,lga,latitude,longitude,season,rainfall_mm,elevation_m,river_distance_km,soil_type,drainage,risk_score,risk_class
Ogun,Ipokia,6.511569,2.836033,dry,63.5,17.97,18.161,silty,none,0.5378,Critical
Ogun,Ipokia,6.510385,2.851109,wet,218.6,19.26,16.49,silty,none,0.6325,Critical
Ogun,Ipokia,6.545986,2.898991,wet,223.6,18.95,12.275,silty,none,0.6858,High
Ogun,Ipokia,6.518471,2.854695,wet,207.3,21.5,16.184,silty,none,0.6286,High
Ogun,Ipokia,6.531102,2.871966,dry,63.7,20.19,14.561,silty,none,0.5791,High
Ogun,Ipokia,6.496283,2.848598,dry,63.0,16.59,16.732,silty,none,0.556,High
Ogun,Ipokia,6.525915,2.845175,wet,214.4,18.97,17.346,silty,none,0.6205,High
Ogun,Ipokia,6.516876,2.873315,wet,210.3,21.54,14.121,silty,none,0.6548,Critical
Ogun,Ifo,6.79549,3.19258,dry,60.7,49.06,20.907,sandy,moderate,0.3274,Medium
Ogun,Ifo,6.797521,3.201356,wet,199.3,55.54,19.979,sandy,moderate,0.3893,Medium
Ogun,Ifo,6.814612,3.216599,dry,58.3,54.62,17.523,clay,moderate,0.4498,Medium
Ogun,Ifo,6.831875,3.219306,wet,224.5,51.47,16.296,sandy,basic,0.4947,Medium
Ogun,Ifo,6.802295,3.213811,dry,55.6,52.23,18.55,sandy,moderate,0.3393,Medium
Ogun,Ifo,6.830353,3.203776,wet,195.1,49.99,17.904,sandy,moderate,0.4174,Medium
Ogun,Ifo,6.802338,3.174375,wet,206.0,52.76,22.223,sandy,good,0.3575,Low
Ogun,Ifo,6.788908,3.19629,dry,57.3,49.96,20.99,sandy,moderate,0.3249,Low
Ogun,Ifo,6.81915,3.178387,dry,60.5,54.33,20.971,sandy,moderate,0.3224,Low
Ogun,Ifo,6.820759,3.209722,wet,199.1,49.92,17.818,sandy,basic,0.4654,Medium
Ogun,Ifo,6.793627,3.194116,wet,213.6,53.48,20.883,sandy,moderate,0.398,Medium
Ogun,Ifo,6.800163,3.200954,dry,58.7,54.31,19.849,sandy,moderate,0.3233,Low
Ogun,Ifo,6.8193,3.185324,wet,201.6,48.73,20.274,sandy,moderate,0.3966,Medium
Ogun,Ifo,6.818153,3.214443,dry,54.9,51.07,17.515,sandy,moderate,0.3525,Medium
Ogun,Ifo,6.791308,3.220709,wet,201.6,52.14,18.703,sandy,moderate,0.409,Medium
Ogun,Ifo,6.803563,3.190697,wet,219.5,50.24,20.598,sandy,moderate,0.4039,Medium
Ogun,Ifo,6.811769,3.189111,dry,58.1,53.76,20.291,sandy,moderate,0.3217,Low
Ogun,Ifo,6.820549,3.174992,dry,55.5,49.36,21.245,sandy,moderate,0.3246,Low
Ogun,Ifo,6.776783,3.183666,wet,207.3,54.19,22.912,loamy,moderate,0.4218,Medium
Ogun,Ifo,6.831015,3.22152,wet,202.4,53.07,16.125,sandy,moderate,0.4394,Medium
Ogun,Ifo,6.823303,3.216534,dry,61.7,51.44,17.025,sandy,moderate,0.3614,Medium
Ogun,Ifo,6.809971,3.176893,dry,59.6,49.78,21.574,sandy,moderate,0.3262,Medium
Ogun,Ifo,6.843462,3.222174,dry,57.8,54.1,15.449,sandy,moderate,0.3759,Low
Ogun,Ifo,6.796762,3.20044,dry,59.5,50.62,20.11,sandy,moderate,0.3253,Medium
Ogun,Ifo,6.808057,3.195693,wet,195.5,49.33,19.868,sandy,good,0.3571,Low
Ogun,Ifo,6.847774,3.20016,wet,221.5,56.38,17.531,sandy,moderate,0.4288,Medium
Ogun,Ifo,6.814742,3.195352,dry,62.8,52.0,19.529,sandy,moderate,0.3313,Medium
Ogun,Ifo,6.802052,3.221858,wet,197.9,51.21,17.854,sandy,basic,0.4632,Medium
Ogun,Ifo,6.793842,3.198016,wet,224.6,50.76,20.515,sandy,none,0.5034,Medium
Ogun,Ifo,6.810856,3.206432,wet,204.0,53.53,18.694,sandy,moderate,0.4089,Medium
Ogun,Ifo,6.825146,3.184758,wet,213.3,54.34,20.052,sandy,moderate,0.3971,Medium
Ogun,Ifo,6.815732,3.224246,dry,56.0,50.39,16.749,sandy,none,0.4604,Medium
Ogun,Ifo,6.797511,3.192121,dry,56.6,51.57,20.825,loamy,moderate,0.3505,Medium
Ogun,Ifo,6.799365,3.172902,dry,55.7,52.76,22.528,sandy,moderate,0.3215,Medium
Ogun,Ifo,6.815618,3.173944,wet,210.0,51.02,21.583,sandy,moderate,0.3985,Medium
Ogun,Ifo,6.853728,3.193832,dry,59.5,54.68,17.992,sandy,moderate,0.3457,Medium
Ogun,Ifo,6.812978,3.162836,wet,202.9,52.74,22.816,clay,moderate,0.4925,Medium
Ogun,Ifo,6.800122,3.207371,dry,60.2,50.2,19.269,sandy,none,0.4324,Medium
Ogun,Ifo,6.803402,3.216693,wet,204.8,53.15,18.22,sandy,moderate,0.4154,Medium
Ogun,Ifo,6.797325,3.182592,dry,62.3,50.97,21.724,clay,moderate,0.4254,Medium
Ogun,Ijebu-Ode,6.835404,3.933751,wet,217.2,74.8,27.179,sandy,moderate,0.3799,Medium
Ogun,Ijebu-Ode,6.839117,3.95179,dry,61.6,76.52,27.116,loamy,moderate,0.3297,Medium
Ogun,Ijebu-Ode,6.820492,3.916371,dry,60.9,75.9,26.199,loamy,good,0.2924,Low
Ogun,Ijebu-Ode,6.814945,3.919657,wet,198.1,74.97,25.495,loamy,moderate,0.3979,Medium
Ogun,Ijebu-Ode,6.82242,3.937722,wet,196.4,76.2,25.67,loamy,moderate,0.3959,Medium
Ogun,Ijebu-Ode,6.836451,3.954376,wet,217.2,71.81,26.771,loamy,moderate,0.4102,Medium
Ogun,Ijebu-Ode,6.799295,3.932025,dry,55.0,77.2,23.398,loamy,basic,0.3708,Low
Ogun,Ijebu-Ode,6.834179,3.880096,dry,56.6,78.03,29.213,loamy,moderate,0.3258,Medium
Ogun,Ijebu-Ode,6.818207,3.919379,wet,217.2,75.09,25.845,loamy,moderate,0.4071,Medium
Ogun,Ijebu-Ode,6.871633,3.910774,wet,218.9,75.72,31.771,loamy,moderate,0.4073,Medium
Ogun,Ijebu-Ode,6.838523,3.922804,wet,214.7,76.1,27.859,loamy,moderate,0.4049,Medium
Ogun,Ijebu-Ode,6.834635,3.931198,wet,224.2,71.54,27.174,loamy,basic,0.4588,Medium
Ogun,Ijebu-Ode,6.834514,3.909072,dry,59.6,72.79,27.943,loamy,moderate,0.3322,Medium
Ogun,Ijebu-Ode,6.804182,3.932373,wet,202.1,71.26,23.901,loamy,moderate,0.4033,Medium
Ogun,Ijebu-Ode,6.827314,3.897878,dry,54.5,75.34,27.678,loamy,moderate,0.3273,Medium
Ogun,Ijebu-Ode,6.812488,3.915576,wet,198.6,74.35,25.401,loamy,moderate,0.3987,Medium
Ogun,Ijebu-Ode,6.804022,3.92498,wet,204.1,79.06,24.152,loamy,moderate,0.397,Medium
Ogun,Ijebu-Ode,6.826445,3.94885,wet,205.7,77.27,25.805,loamy,moderate,0.3994,Medium
Ogun,Ijebu-Ode,6.817072,3.965774,wet,211.7,79.75,24.431,loamy,none,0.4976,Medium
Ogun,Ijebu-Ode,6.822735,3.912236,wet,201.7,79.23,26.596,loamy,moderate,0.3957,Medium
Ogun,Ijebu-Ode,6.806231,3.887464,wet,219.4,74.65,26.083,clay,good,0.4426,Medium
Ogun,Ijebu-Ode,6.822399,3.913863,dry,54.3,79.43,26.496,loamy,moderate,0.3234,Medium
Ogun,Ijebu-Ode,6.817191,3.902664,dry,55.9,75.5,26.435,loamy,moderate,0.3279,Low
Ogun,Ijebu-Ode,6.822962,3.917336,wet,221.5,74.59,26.419,loamy,good,0.3722,Low
Ogun,Ijebu-Ode,6.826511,3.927597,wet,218.8,73.55,26.425,loamy,moderate,0.4093,Medium
Ogun,Ijebu-Ode,6.80809,3.934561,dry,57.0,74.56,24.241,loamy,basic,0.3743,Medium
Ogun,Ijebu-Ode,6.846905,3.92501,dry,59.1,81.76,28.676,loamy,moderate,0.3236,Medium
Ogun,Ijebu-Ode,6.826799,3.918878,wet,222.5,75.62,26.763,sandy,moderate,0.3817,Medium
Ogun,Ijebu-Ode,6.834787,3.918383,wet,219.2,77.2,27.619,loamy,moderate,0.4061,Medium
Ogun,Ijebu-Ode,6.84293,3.924107,wet,224.6,74.81,28.283,loamy,moderate,0.411,Medium
Ogun,Ijebu-Ode,6.813684,3.936233,wet,195.6,78.55,24.782,loamy,moderate,0.3933,Medium
Ogun,Ijebu-Ode,6.799511,3.902134,dry,62.2,75.08,24.677,loamy,basic,0.3763,Low
Ogun,Ijebu-Ode,6.824429,3.891301,dry,63.2,77.88,27.692,loamy,moderate,0.3292,Low
Ogun,Ijebu-Ode,6.801967,3.95675,dry,60.3,77.32,22.96,loamy,moderate,0.3283,Low
Ogun,Ijebu-Ode,6.808025,3.88766,dry,55.6,76.45,26.248,loamy,moderate,0.3268,Medium
Ogun,Ijebu-Ode,6.836881,3.937387,dry,59.5,78.03,27.232,loamy,moderate,0.3273,Low
Ogun,Ijebu-Ode,6.827448,3.900769,wet,217.4,77.02,27.563,loamy,moderate,0.4054,Medium
Ogun,Ijebu-Ode,6.835401,3.947154,wet,216.9,77.3,26.818,loamy,basic,0.4499,Medium
Ogun,Ijebu-Ode,6.820016,3.925621,dry,54.3,76.74,25.807,loamy,moderate,0.3259,Low
Ogun,Ijebu-Ode,6.827782,3.933415,dry,62.1,74.85,26.374,loamy,moderate,0.3315,Medium
Oyo,Ibadan North,7.420555,3.889289,dry,56.7,205.46,65.569,loamy,moderate,0.207,Low
Oyo,Ibadan North,7.428182,3.904117,dry,63.2,202.42,67.083,loamy,moderate,0.213,Low
Oyo,Ibadan North,7.451592,3.897069,wet,213.2,199.35,66.046,loamy,moderate,0.2892,Medium
Oyo,Ibadan North,7.422684,3.90936,dry,54.8,201.1,67.732,loamy,moderate,0.2101,Low
Oyo,Ibadan North,7.414986,3.900285,wet,214.9,200.5,66.856,loamy,none,0.3864,Medium
Oyo,Ibadan North,7.425715,3.920611,wet,218.5,201.02,68.713,loamy,moderate,0.2902,Medium
Oyo,Ibadan North,7.417976,3.921401,dry,57.5,203.66,68.189,loamy,moderate,0.209,Medium
Oyo,Ibadan North,7.409514,3.90234,dry,60.8,200.95,67.169,loamy,moderate,0.2132,Low
Oyo,Ibadan North,7.398382,3.912971,wet,219.6,198.38,67.896,loamy,moderate,0.2932,Low
Oyo,Ibadan North,7.431409,3.887365,wet,222.1,201.2,65.206,loamy,moderate,0.2918,Medium
Oyo,Ibadan North,7.441833,3.884233,wet,200.2,204.45,64.736,loamy,moderate,0.2781,Medium
Oyo,Ibadan North,7.422798,3.892729,dry,55.8,204.67,65.912,loamy,moderate,0.2073,Low
Oyo,Ibadan North,7.409742,3.92189,wet,211.6,204.18,67.673,loamy,moderate,0.2839,Medium
Oyo,Ibadan North,7.422053,3.898823,dry,59.5,202.87,66.589,loamy,moderate,0.2107,Low
Oyo,Ibadan North,7.425729,3.904174,wet,221.4,202.9,67.122,loamy,moderate,0.2899,Low
Oyo,Ibadan North,7.408994,3.883851,dry,55.2,203.56,65.163,loamy,moderate,0.208,Low
Oyo,Ibadan North,7.450558,3.907597,dry,58.6,201.77,67.213,loamy,moderate,0.2113,Low
Oyo,Ibadan North,7.406024,3.92269,dry,60.8,201.56,67.388,sandy,good,0.1476,Low
Oyo,Ibadan North,7.421985,3.886955,dry,58.2,201.32,65.293,loamy,moderate,0.2116,Low
Oyo,Ibadan North,7.402002,3.901763,dry,55.4,203.04,67.237,loamy,moderate,0.2086,Low
Oyo,Ibadan North,7.439277,3.922046,wet,201.0,203.88,68.913,clay,moderate,0.3505,Medium
Oyo,Ibadan North,7.440387,3.888461,dry,57.8,200.49,65.216,loamy,moderate,0.2121,Low
Oyo,Ibadan North,7.42088,3.917354,dry,59.7,203.78,68.632,loamy,moderate,0.21,Medium
Oyo,Ibadan North,7.41985,3.87708,dry,62.3,202.63,64.246,loamy,moderate,0.2123,Low
Oyo,Ibadan North,7.421918,3.91054,wet,195.6,201.75,67.872,loamy,moderate,0.2783,Medium
Oyo,Ibadan North,7.452982,3.901846,wet,202.6,201.79,66.559,loamy,moderate,0.2817,Low
Oyo,Ibadan North,7.441061,3.895573,dry,58.4,205.09,65.989,loamy,moderate,0.2081,Low
Oyo,Ibadan North,7.399207,3.897289,wet,224.0,209.72,66.802,loamy,moderate,0.2848,Medium
Oyo,Ibadan North,7.409834,3.893206,wet,203.3,200.2,66.168,loamy,moderate,0.2835,Medium
Oyo,Ibadan North,7.399425,3.869261,dry,56.2,202.91,63.753,silty,moderate,0.2421,Medium
Oyo,Ibadan North,7.409894,3.878257,dry,58.0,203.55,64.538,loamy,basic,0.2544,Low
Oyo,Ibadan North,7.406898,3.919765,dry,58.9,204.49,67.715,loamy,moderate,0.2089,Low
Oyo,Ibadan North,7.426768,3.893358,wet,216.8,198.77,65.924,loamy,moderate,0.2915,Medium
Oyo,Ibadan North,7.450389,3.889472,wet,221.1,202.25,65.223,loamy,moderate,0.2903,Medium
Oyo,Ibadan North,7.406218,3.914368,dry,62.5,203.34,68.192,loamy,moderate,0.2118,Low
Oyo,Ibadan North,7.44838,3.91362,wet,204.0,203.32,67.895,sandy,basic,0.2985,Low
Oyo,Ibadan North,7.395648,3.936986,dry,55.6,204.48,65.445,loamy,moderate,0.2073,Medium
Oyo,Ibadan North,7.429444,3.919072,wet,218.2,200.69,68.704,loamy,none,0.3879,Medium
Oyo,Ibadan North,7.430994,3.91162,dry,57.6,197.74,67.868,sandy,moderate,0.1871,Low
Oyo,Ibadan North,7.450103,3.890233,wet,217.0,202.18,65.309,loamy,moderate,0.2884,Medium
Oyo,Ibadan North West,7.387344,3.886459,dry,56.8,190.86,65.864,loamy,basic,0.2656,Medium
Oyo,Ibadan North West,7.378801,3.872248,wet,205.8,186.63,64.519,loamy,basic,0.3424,Medium
Oyo,Ibadan North West,7.403276,3.872505,wet,201.3,189.93,64.032,sandy,none,0.3621,High
Oyo,Ibadan North West,7.374814,3.89515,wet,198.2,188.48,67.081,loamy,none,0.3895,Medium
Oyo,Ibadan North West,7.377288,3.887328,dry,60.8,187.86,66.18,loamy,basic,0.2704,Medium
Oyo,Ibadan North West,7.37835,3.861211,dry,58.0,186.77,63.34,loamy,basic,0.27,Low
Oyo,Ibadan North West,7.380966,3.871759,wet,218.3,186.26,64.416,loamy,basic,0.3489,Medium
Oyo,Ibadan North West,7.380338,3.891995,wet,201.2,191.27,66.615,loamy,basic,0.3358,Medium
Oyo,Ibadan North West,7.412383,3.880385,wet,199.5,190.52,64.728,clay,basic,0.4072,Medium
Oyo,Ibadan North West,7.399275,3.886854,wet,202.9,183.7,65.667,sandy,basic,0.3162,Medium
Oyo,Ibadan North West,7.398494,3.86865,dry,62.3,188.11,63.705,loamy,basic,0.2709,Medium
Oyo,Ibadan North West,7.38525,3.872154,dry,56.5,192.93,64.362,loamy,basic,0.2636,Low
Oyo,Ibadan North West,7.385943,3.886158,dry,57.7,190.55,65.861,loamy,basic,0.2664,Medium
Oyo,Ibadan North West,7.374101,3.858446,wet,224.4,191.17,63.145,loamy,good,0.2648,Medium
Oyo,Ibadan North West,7.397287,3.858613,wet,213.3,186.34,62.641,loamy,basic,0.3464,Medium
Oyo,Ibadan North West,7.3855,3.84869,dry,57.9,189.86,61.823,loamy,basic,0.2671,Medium
Oyo,Ibadan North West,7.420114,3.882343,wet,205.1,191.95,64.817,loamy,basic,0.3371,Medium
Oyo,Ibadan North West,7.408247,3.892441,wet,214.2,186.07,66.112,clay,basic,0.4186,Medium
Oyo,Ibadan North West,7.373126,3.879409,dry,58.7,189.54,65.425,loamy,basic,0.2678,Medium
Oyo,Ibadan North West,7.400119,3.883313,dry,58.4,187.8,65.266,loamy,basic,0.2693,Medium
Oyo,Ibadan North West,7.400136,3.867198,wet,195.5,192.28,63.515,loamy,none,0.3846,Medium
Oyo,Ibadan North West,7.402199,3.856392,dry,60.3,190.98,62.302,loamy,basic,0.2672,Low
Oyo,Ibadan North West,7.40259,3.855409,dry,59.8,187.32,62.188,loamy,basic,0.2704,Medium
Oyo,Ibadan North West,7.383508,3.881996,wet,214.0,190.87,65.464,loamy,basic,0.3425,Medium
Oyo,Ibadan North West,7.385006,3.885064,wet,217.3,185.29,65.763,loamy,basic,0.3493,Medium
Oyo,Ibadan North West,7.392536,3.887175,dry,55.7,189.8,65.834,loamy,basic,0.2661,Medium
Oyo,Ibadan North West,7.410345,3.886119,wet,214.8,189.3,65.387,loamy,good,0.2618,Low
Oyo,Ibadan North West,7.414479,3.880667,dry,58.9,190.22,64.724,loamy,basic,0.2673,Low
Oyo,Ibadan North West,7.389039,3.872196,dry,57.0,187.5,64.284,loamy,basic,0.2689,Low
Oyo,Ibadan North West,7.372157,3.865428,wet,224.1,188.24,63.944,loamy,good,0.2674,Medium
Oyo,Ibadan North West,7.364982,3.86121,dry,56.9,190.39,63.675,loamy,basic,0.2661,Low
Oyo,Ibadan North West,7.392097,3.890075,dry,55.1,187.25,66.157,loamy,basic,0.2682,Low
Oyo,Ibadan North West,7.398219,3.896862,dry,59.4,188.17,66.774,loamy,basic,0.2694,Low
Oyo,Ibadan North West,7.38443,3.858235,dry,53.9,190.5,62.877,silty,none,0.35,Medium
Oyo,Ibadan North West,7.397735,3.903756,wet,199.4,192.02,67.532,loamy,basic,0.3343,Medium
Oyo,Ibadan North West,7.376332,3.876383,dry,61.2,192.22,65.022,loamy,basic,0.2665,Medium
Oyo,Ibadan North West,7.37976,3.875851,dry,57.6,188.78,64.885,loamy,basic,0.268,Medium
Oyo,Ibadan North West,7.374553,3.844212,wet,213.6,190.52,61.604,loamy,basic,0.3426,Medium
Oyo,Ibadan North West,7.40591,3.851053,dry,59.8,189.08,61.651,loamy,basic,0.2688,Low
Oyo,Ibadan North West,7.387431,3.889016,wet,210.4,189.48,66.139,loamy,basic,0.342,Medium
Oyo,Ibadan North East,7.382577,3.927243,dry,63.2,220.24,65.669,loamy,basic,0.2413,Medium
Oyo,Ibadan North East,7.393113,3.909212,dry,57.4,215.4,67.976,silty,basic,0.276,Medium
Oyo,Ibadan North East,7.391794,3.939392,wet,211.3,218.27,65.001,silty,basic,0.3486,Medium
Oyo,Ibadan North East,7.406454,3.915196,dry,61.3,217.1,68.126,silty,basic,0.2763,Medium
Oyo,Ibadan North East,7.408879,3.892181,wet,202.2,219.38,66.073,silty,basic,0.3431,Medium
Oyo,Ibadan North East,7.390166,3.934276,dry,54.9,215.38,65.401,silty,basic,0.2748,Medium
Oyo,Ibadan North East,7.407876,3.932797,dry,58.7,215.63,66.533,silty,basic,0.2764,Medium
Oyo,Ibadan North East,7.387341,3.935622,wet,211.1,220.48,65.117,clay,basic,0.3849,High
Oyo,Ibadan North East,7.382867,3.92245,dry,62.1,218.7,66.149,silty,basic,0.2752,Medium
Oyo,Ibadan North East,7.364623,3.940937,wet,208.8,217.98,63.397,silty,none,0.4001,Medium
Oyo,Ibadan North East,7.394996,3.940278,wet,202.8,216.72,65.094,silty,basic,0.3459,Medium
Oyo,Ibadan North East,7.387473,3.931131,wet,213.6,215.2,65.556,silty,basic,0.3526,Medium
Oyo,Ibadan North East,7.388231,3.924452,wet,213.2,217.25,66.241,silty,basic,0.3505,Medium
Oyo,Ibadan North East,7.369512,3.9489,wet,199.1,215.56,62.877,silty,basic,0.3451,Medium
Oyo,Ibadan North East,7.353482,3.91921,wet,224.0,216.76,64.983,silty,basic,0.3562,Medium
Oyo,Ibadan North East,7.392166,3.929406,wet,212.9,218.14,65.978,silty,basic,0.3495,Medium
Oyo,Ibadan North East,7.381606,3.953459,dry,62.3,219.03,63.092,sandy,basic,0.2145,Medium
Oyo,Ibadan North East,7.395006,3.921505,wet,196.6,216.77,66.892,silty,basic,0.3428,Medium
Oyo,Ibadan North East,7.36943,3.92348,wet,197.9,217.81,65.352,silty,basic,0.3425,Medium
Oyo,Ibadan North East,7.386178,3.936866,wet,222.0,220.25,64.934,silty,basic,0.352,Medium
Oyo,Ibadan North East,7.380461,3.921446,wet,204.5,216.25,66.12,silty,basic,0.3471,Medium
Oyo,Ibadan North East,7.39526,3.906918,dry,60.6,217.69,67.923,silty,basic,0.2755,Medium
Oyo,Ibadan North East,7.365612,3.938718,dry,59.9,216.82,63.665,silty,basic,0.2759,Medium
Oyo,Ibadan North East,7.401892,3.944376,dry,61.1,217.71,65.096,silty,basic,0.2757,Low
Oyo,Ibadan North East,7.371413,3.909797,dry,54.2,218.17,66.796,silty,basic,0.2719,Low
Oyo,Ibadan North East,7.368824,3.924609,wet,218.2,217.05,65.21,silty,basic,0.3531,Medium
Oyo,Ibadan North East,7.372512,3.933944,dry,56.2,217.81,64.488,silty,basic,0.2732,Medium
Oyo,Ibadan North East,7.379855,3.90689,wet,223.5,216.81,67.509,silty,basic,0.3559,Medium
Oyo,Ibadan North East,7.388477,3.912825,dry,56.1,221.28,67.38,silty,basic,0.2699,Medium
Oyo,Ibadan North East,7.38113,3.9142,dry,62.6,214.59,66.861,loamy,moderate,0.2013,Medium
Oyo,Ibadan North East,7.395961,3.919901,wet,212.6,216.61,67.098,silty,moderate,0.3058,Medium
Oyo,Ibadan North East,7.366678,3.952936,dry,58.7,215.58,62.336,silty,basic,0.2765,Medium
Oyo,Ibadan North East,7.381795,3.929905,wet,203.4,218.3,65.37,silty,none,0.3972,Medium
Oyo,Ibadan North East,7.381774,3.916836,dry,58.6,217.57,66.638,silty,good,0.1921,Low
Oyo,Ibadan North East,7.394411,3.930626,wet,221.7,219.59,65.984,sandy,basic,0.2919,Medium
Oyo,Ibadan North East,7.406088,3.964209,wet,219.6,220.33,63.481,silty,basic,0.3507,Medium
Oyo,Ibadan North East,7.376716,3.919491,dry,59.8,219.8,66.116,silty,basic,0.2731,Medium
Oyo,Ibadan North East,7.39914,3.950036,dry,63.0,219.5,64.404,silty,good,0.1924,Medium
Oyo,Ibadan North East,7.384592,3.93474,wet,215.5,213.66,65.053,silty,basic,0.3549,Medium
Oyo,Ibadan North East,7.404225,3.959002,wet,217.6,219.77,63.856,sandy,basic,0.2898,Medium
Oyo,Ibadan South West,7.359287,3.85982,dry,54.2,162.09,63.679,clay,basic,0.3627,Medium
Oyo,Ibadan South West,7.368547,3.834934,dry,62.9,161.87,60.766,clay,basic,0.3672,Medium
Oyo,Ibadan South West,7.34974,3.865188,wet,212.9,164.71,64.52,clay,basic,0.4379,Medium
Oyo,Ibadan South West,7.384735,3.86085,wet,195.2,163.12,63.153,clay,basic,0.4307,Medium
Oyo,Ibadan South West,7.354276,3.873025,wet,202.8,161.63,65.228,clay,basic,0.4358,High
Oyo,Ibadan South West,7.32453,3.829943,dry,61.6,164.06,61.606,clay,basic,0.3645,Medium
Oyo,Ibadan South West,7.349199,3.856118,dry,57.8,160.95,63.57,clay,basic,0.3655,Medium
Oyo,Ibadan South West,7.338043,3.867657,wet,218.6,165.93,65.131,clay,basic,0.4395,High
Oyo,Ibadan South West,7.35804,3.855504,dry,54.7,164.2,63.252,silty,moderate,0.2775,Medium
Oyo,Ibadan South West,7.361081,3.866031,wet,207.0,163.26,64.294,clay,basic,0.4363,Medium
Oyo,Ibadan South West,7.365026,3.858828,wet,201.1,162.63,63.418,clay,basic,0.434,Medium
Oyo,Ibadan South West,7.35912,3.863822,wet,205.8,161.76,64.111,clay,basic,0.4371,Medium
Oyo,Ibadan South West,7.370303,3.866256,dry,59.7,162.79,64.079,clay,basic,0.3647,Medium
Oyo,Ibadan South West,7.365924,3.862725,dry,59.6,163.62,63.812,clay,basic,0.3639,Medium
Oyo,Ibadan South West,7.365717,3.8981,dry,56.4,166.37,67.616,clay,none,0.4123,Medium
Oyo,Ibadan South West,7.346329,3.859728,wet,221.3,165.64,64.039,clay,basic,0.4411,Medium
Oyo,Ibadan South West,7.346597,3.823357,dry,63.4,164.42,60.175,clay,basic,0.365,Medium
Oyo,Ibadan South West,7.35698,3.858167,wet,218.7,163.9,63.566,clay,basic,0.4414,High
Oyo,Ibadan South West,7.364795,3.845293,dry,62.1,163.72,61.976,clay,moderate,0.3201,Medium
Oyo,Ibadan South West,7.390836,3.875964,dry,59.5,163.45,64.654,clay,basic,0.364,Medium
Oyo,Ibadan South West,7.368822,3.855866,wet,203.0,164.14,63.002,clay,basic,0.4335,High
Oyo,Ibadan South West,7.367265,3.847947,wet,223.7,164.59,62.194,clay,none,0.4957,High
Oyo,Ibadan South West,7.368346,3.848205,dry,62.8,158.19,62.193,clay,basic,0.3706,Medium
Oyo,Ibadan South West,7.393226,3.856732,dry,55.1,161.33,62.521,clay,basic,0.3639,Medium
Oyo,Ibadan South West,7.363586,3.858571,dry,55.5,161.61,63.429,clay,basic,0.3638,Medium
Oyo,Ibadan South West,7.337786,3.865693,wet,198.0,163.1,64.931,clay,basic,0.4321,Medium
Oyo,Ibadan South West,7.364507,3.870813,dry,57.5,161.29,64.716,clay,basic,0.3651,Medium
Oyo,Ibadan South West,7.355588,3.846212,dry,55.1,163.77,62.33,clay,basic,0.3616,Medium
Oyo,Ibadan South West,7.369632,3.866986,wet,200.9,160.3,64.175,clay,basic,0.4361,Medium
Oyo,Ibadan South West,7.357931,3.860355,dry,62.3,157.42,63.773,clay,basic,0.371,Medium
Oyo,Ibadan South West,7.36279,3.847641,wet,196.8,161.54,62.281,clay,basic,0.4329,High
Oyo,Ibadan South West,7.348764,3.848056,dry,59.4,163.88,62.726,clay,basic,0.3636,Medium
Oyo,Ibadan South West,7.348139,3.867344,wet,211.2,161.43,64.796,clay,basic,0.4401,Medium
Oyo,Ibadan South West,7.351852,3.875969,dry,56.7,165.51,65.609,clay,basic,0.3607,Medium
Oyo,Ibadan South West,7.338131,3.833368,dry,62.3,162.23,61.504,sandy,basic,0.2675,Low
Oyo,Ibadan South West,7.351524,3.880111,dry,62.7,162.42,66.061,clay,basic,0.3666,Medium
Oyo,Ibadan South West,7.359759,3.841804,dry,54.0,162.91,61.742,clay,basic,0.3619,Medium
Oyo,Ibadan South West,7.381686,3.851483,wet,197.9,164.49,62.213,clay,basic,0.4307,High
Oyo,Ibadan South West,7.384294,3.868544,wet,197.5,166.2,63.993,clay,basic,0.4289,High
Oyo,Ibadan South West,7.363174,3.88433,dry,62.2,163.26,66.201,loamy,basic,0.294,Medium
Oyo,Ibadan South East,7.352237,3.935188,dry,63.3,216.97,63.338,clay,none,0.3684,Medium
Oyo,Ibadan South East,7.335986,3.926725,dry,56.9,215.17,63.409,clay,none,0.367,Medium
Oyo,Ibadan South East,7.365459,3.904748,dry,53.9,217.01,66.999,clay,none,0.3638,Medium
Oyo,Ibadan South East,7.368079,3.929317,wet,217.7,217.11,64.711,clay,none,0.4438,Medium
Oyo,Ibadan South East,7.366003,3.900688,wet,221.5,216.77,67.428,clay,none,0.446,High
Oyo,Ibadan South East,7.355276,3.898905,dry,60.1,218.15,67.092,clay,none,0.3658,Medium
Oyo,Ibadan South East,7.342516,3.904931,dry,61.9,217.29,65.898,clay,none,0.3675,High
Oyo,Ibadan South East,7.365111,3.931302,dry,60.0,216.82,64.365,clay,none,0.367,Medium
Oyo,Ibadan South East,7.363116,3.9194,wet,208.2,217.79,65.436,clay,good,0.3035,Medium
Oyo,Ibadan South East,7.363206,3.935331,dry,61.7,220.23,63.873,clay,none,0.3646,Medium
Oyo,Ibadan South East,7.364861,3.918476,dry,55.7,220.03,65.614,clay,none,0.3619,Medium
Oyo,Ibadan South East,7.363612,3.913256,wet,202.4,213.93,66.067,clay,none,0.4393,High
Oyo,Ibadan South East,7.317822,3.914365,dry,63.2,214.09,63.86,clay,none,0.3711,High
Oyo,Ibadan South East,7.359372,3.901066,wet,201.0,217.94,67.071,clay,none,0.4349,High
Oyo,Ibadan South East,7.361476,3.927193,dry,56.6,217.45,64.586,sandy,none,0.2657,Medium
